account_id,observation_month,watchlist_rank,predicted_probability,target_deterioration_6m,months_to_deterioration,reason_feature_1,reason_value_1,reason_shap_1,reason_1,reason_feature_2,reason_value_2,reason_shap_2,reason_2,reason_feature_3,reason_value_3,reason_shap_3,reason_3
ACC002312,2022-03-31,82,1.0,1,2.0,utilization_std_3m,0.108319081113779,0.7850782871246338,Utilisation volatility is elevated (utilization_std_3m=0.108),cash_buffer_months,2.479,0.7233612537384033,Cash buffer is thin or deteriorating (cash_buffer_months=2.479),utilization_std_6m,0.1686918808557973,0.5935372710227966,Utilisation volatility is elevated (utilization_std_6m=0.169)
ACC002351,2022-03-31,83,1.0,1,2.0,cash_buffer_months,1.138,0.9080019593238831,Cash buffer is thin or deteriorating (cash_buffer_months=1.138),utilization_std_3m,0.1283885898357021,0.8488800525665283,Utilisation volatility is elevated (utilization_std_3m=0.128),utilization_change_1m,0.0977000000000001,0.7945215702056885,Utilisation increased recently (utilization_change_1m=0.098)
ACC002354,2022-03-31,84,1.0,1,2.0,utilization_std_3m,0.1302430548372286,0.9294196963310242,Utilisation volatility is elevated (utilization_std_3m=0.130),cash_buffer_months,1.376,0.9018101096153259,Cash buffer is thin or deteriorating (cash_buffer_months=1.376),utilization_change_1m,0.1679999999999999,0.8038729429244995,Utilisation increased recently (utilization_change_1m=0.168)
ACC002462,2022-03-31,85,1.0,1,2.0,utilization_change_1m,0.1276999999999999,0.9423409700393677,Utilisation increased recently (utilization_change_1m=0.128),utilization_std_3m,0.1099560063540568,0.881748378276825,Utilisation volatility is elevated (utilization_std_3m=0.110),cash_buffer_months,2.382,0.8427267074584961,Cash buffer is thin or deteriorating (cash_buffer_months=2.382)
ACC002480,2022-03-31,86,1.0,1,1.0,cash_buffer_months,0.556,1.2251309156417847,Cash buffer is thin or deteriorating (cash_buffer_months=0.556),payment_to_balance,0.0130354948499564,0.5634927749633789,Payment relative to balance is weak (payment_to_balance=0.013),payment_to_due_ratio,0.2897,0.47230467200279236,Payment coverage is high (payment_to_due_ratio=0.290)
ACC000228,2022-03-31,87,0.98876405,0,,utilization_change_1m,0.0886999999999999,0.6704146862030029,Utilisation increased recently (utilization_change_1m=0.089),payment_to_balance,0.0316194915469591,0.5568743944168091,Payment relative to balance is weak (payment_to_balance=0.032),payment_to_due_ratio,0.7027,0.44432321190834045,Payment coverage is high (payment_to_due_ratio=0.703)
ACC000282,2022-03-31,88,0.98876405,1,5.0,cash_buffer_months,2.615,0.6701644062995911,Cash buffer is thin or deteriorating (cash_buffer_months=2.615),payment_to_balance,0.0311591150284755,0.5736325979232788,Payment relative to balance is weak (payment_to_balance=0.031),payment_to_due_ratio,0.6924,0.45651599764823914,Payment coverage is high (payment_to_due_ratio=0.692)
ACC000369,2022-03-31,89,0.98876405,0,,utilization_change_1m,0.1021,1.0277823209762573,Utilisation increased recently (utilization_change_1m=0.102),payment_to_balance,0.0316794935345189,0.5120460987091064,Payment relative to balance is weak (payment_to_balance=0.032),utilization_std_3m,0.0770893637280785,0.4526616632938385,Utilisation volatility is elevated (utilization_std_3m=0.077)
ACC000453,2022-03-31,90,0.98876405,1,2.0,cash_buffer_months,1.248,1.2834596633911133,Cash buffer is thin or deteriorating (cash_buffer_months=1.248),payment_to_balance,0.0206456711472205,0.5622686147689819,Payment relative to balance is weak (payment_to_balance=0.021),payment_to_due_ratio,0.4588,0.4460097849369049,Payment coverage is high (payment_to_due_ratio=0.459)
ACC000461,2022-03-31,91,0.98876405,1,4.0,utilization_change_1m,0.1139999999999999,0.9559847712516785,Utilisation increased recently (utilization_change_1m=0.114),utilization_std_3m,0.0872436435124836,0.9167453646659851,Utilisation volatility is elevated (utilization_std_3m=0.087),cash_buffer_months,2.54,0.658384382724762,Cash buffer is thin or deteriorating (cash_buffer_months=2.540)
ACC000467,2022-03-31,92,0.98876405,1,2.0,cash_buffer_months,1.992,1.2959613800048828,Cash buffer is thin or deteriorating (cash_buffer_months=1.992),payment_to_balance,0.0299354609304198,0.5945319533348083,Payment relative to balance is weak (payment_to_balance=0.030),payment_to_due_ratio,0.6652,0.4585440456867218,Payment coverage is high (payment_to_due_ratio=0.665)
ACC000699,2022-03-31,93,0.98876405,0,,utilization_std_3m,0.094165828904828,0.9983316659927368,Utilisation volatility is elevated (utilization_std_3m=0.094),utilization_std_6m,0.1204131789575653,0.619089663028717,Utilisation volatility is elevated (utilization_std_6m=0.120),payment_to_balance,0.0305738048008153,0.6113681793212891,Payment relative to balance is weak (payment_to_balance=0.031)
ACC000783,2022-03-31,94,0.98876405,0,,utilization_change_1m,0.2038999999999999,0.9601447582244873,Utilisation increased recently (utilization_change_1m=0.204),utilization_std_3m,0.1188932434301184,0.9564890265464783,Utilisation volatility is elevated (utilization_std_3m=0.119),payment_to_balance,0.0351112978605517,0.37664350867271423,Payment relative to balance is weak (payment_to_balance=0.035)
ACC000914,2022-03-31,95,0.98876405,0,,utilization_change_1m,0.1272999999999999,0.9395344853401184,Utilisation increased recently (utilization_change_1m=0.127),utilization_std_3m,0.0781873604448523,0.7172747850418091,Utilisation volatility is elevated (utilization_std_3m=0.078),payment_to_balance,0.0326025894311395,0.5525248050689697,Payment relative to balance is weak (payment_to_balance=0.033)
ACC001068,2022-03-31,96,0.98876405,1,3.0,prior_30_plus_count_12m,1.0,1.183402419090271,Prior delinquency history contributes (prior_30_plus_count_12m=1.000),ever_30_plus_before_t,1.0,0.40557193756103516,ever_30_plus_before_t contributes to higher risk (1.000),utilization_std_6m,0.0956989393880621,0.3959498405456543,Utilisation volatility is elevated (utilization_std_6m=0.096)
ACC001195,2022-03-31,97,0.98876405,1,4.0,cash_buffer_months,2.272,0.9356259107589722,Cash buffer is thin or deteriorating (cash_buffer_months=2.272),utilization_std_3m,0.1048699671021213,0.6135141849517822,Utilisation volatility is elevated (utilization_std_3m=0.105),payment_to_balance,0.0338742173941889,0.5169039368629456,Payment relative to balance is weak (payment_to_balance=0.034)
ACC001244,2022-03-31,98,0.98876405,1,6.0,cash_buffer_months,2.048,0.9831558465957642,Cash buffer is thin or deteriorating (cash_buffer_months=2.048),utilization_change_1m,0.0989999999999999,0.8059523105621338,Utilisation increased recently (utilization_change_1m=0.099),payment_to_balance,0.0341902292927991,0.4560173749923706,Payment relative to balance is weak (payment_to_balance=0.034)
ACC001315,2022-03-31,99,0.98876405,1,2.0,cash_buffer_months,1.258,1.3257076740264893,Cash buffer is thin or deteriorating (cash_buffer_months=1.258),payment_to_balance,0.0305263317571098,0.5639125108718872,Payment relative to balance is weak (payment_to_balance=0.031),utilization_std_6m,0.1341937368136088,0.5040844082832336,Utilisation volatility is elevated (utilization_std_6m=0.134)
ACC001476,2022-03-31,100,0.98876405,1,5.0,cash_buffer_months,1.993,0.9765300750732422,Cash buffer is thin or deteriorating (cash_buffer_months=1.993),payment_to_balance,0.0312753688588462,0.5014507174491882,Payment relative to balance is weak (payment_to_balance=0.031),payment_to_due_ratio,0.695,0.4241073429584503,Payment coverage is high (payment_to_due_ratio=0.695)
ACC000012,2022-04-30,1,1.0,1,1.0,cash_buffer_months,0.896,0.9150884747505188,Cash buffer is thin or deteriorating (cash_buffer_months=0.896),utilization_std_3m,0.1736325526315075,0.8653614521026611,Utilisation volatility is elevated (utilization_std_3m=0.174),utilization_change_1m,0.1905,0.789313554763794,Utilisation increased recently (utilization_change_1m=0.191)
ACC000015,2022-04-30,2,1.0,1,3.0,cash_buffer_months,1.953,0.9041357636451721,Cash buffer is thin or deteriorating (cash_buffer_months=1.953),utilization_std_3m,0.1524115918601119,0.89432692527771,Utilisation volatility is elevated (utilization_std_3m=0.152),utilization_change_1m,0.1624,0.8123769164085388,Utilisation increased recently (utilization_change_1m=0.162)
ACC000065,2022-04-30,3,1.0,1,2.0,cash_buffer_months,1.813,0.9360098838806152,Cash buffer is thin or deteriorating (cash_buffer_months=1.813),utilization_std_3m,0.0978060495743125,0.8453543782234192,Utilisation volatility is elevated (utilization_std_3m=0.098),utilization_change_1m,0.1098,0.7019972205162048,Utilisation increased recently (utilization_change_1m=0.110)
ACC000074,2022-04-30,4,1.0,1,1.0,prior_30_plus_count_12m,1.0,1.2858362197875977,Prior delinquency history contributes (prior_30_plus_count_12m=1.000),utilization_std_6m,0.1867116573757514,0.6737624406814575,Utilisation volatility is elevated (utilization_std_6m=0.187),utilization_std_3m,0.0796504237276869,0.6589934229850769,Utilisation volatility is elevated (utilization_std_3m=0.080)
ACC000101,2022-04-30,5,1.0,1,2.0,cash_buffer_months,1.372,1.2190340757369995,Cash buffer is thin or deteriorating (cash_buffer_months=1.372),utilization_std_6m,0.1751206174802573,0.6229968667030334,Utilisation volatility is elevated (utilization_std_6m=0.175),payment_to_balance,0.0193788396560153,0.5756475329399109,Payment relative to balance is weak (payment_to_balance=0.019)
ACC000166,2022-04-30,6,1.0,1,2.0,cash_buffer_months,1.084,0.9270228743553162,Cash buffer is thin or deteriorating (cash_buffer_months=1.084),utilization_std_3m,0.1217236350645729,0.8572835922241211,Utilisation volatility is elevated (utilization_std_3m=0.122),utilization_change_1m,0.1584000000000001,0.6910173296928406,Utilisation increased recently (utilization_change_1m=0.158)
ACC000282,2022-04-30,7,1.0,1,4.0,utilization_std_3m,0.1138762632568054,0.9151893258094788,Utilisation volatility is elevated (utilization_std_3m=0.114),utilization_change_1m,0.1661,0.8348733186721802,Utilisation increased recently (utilization_change_1m=0.166),cash_buffer_months,2.615,0.670640230178833,Cash buffer is thin or deteriorating (cash_buffer_months=2.615)
ACC000313,2022-04-30,8,1.0,1,1.0,cash_buffer_months,1.397,0.9090337753295898,Cash buffer is thin or deteriorating (cash_buffer_months=1.397),utilization_std_3m,0.1136957782857389,0.822352409362793,Utilisation volatility is elevated (utilization_std_3m=0.114),utilization_std_6m,0.2226112882732292,0.6757625341415405,Utilisation volatility is elevated (utilization_std_6m=0.223)
ACC000324,2022-04-30,9,1.0,1,1.0,cash_buffer_months,1.106,1.2305853366851807,Cash buffer is thin or deteriorating (cash_buffer_months=1.106),payment_to_balance,0.0103337834095849,0.5670770406723022,Payment relative to balance is weak (payment_to_balance=0.010),payment_to_due_ratio,0.2296,0.4584891200065613,Payment coverage is high (payment_to_due_ratio=0.230)
ACC000404,2022-04-30,10,1.0,1,1.0,cash_buffer_months,0.919,0.8950532078742981,Cash buffer is thin or deteriorating (cash_buffer_months=0.919),utilization_std_3m,0.1501574284986715,0.8498565554618835,Utilisation volatility is elevated (utilization_std_3m=0.150),utilization_std_6m,0.2567318555743845,0.6596316695213318,Utilisation volatility is elevated (utilization_std_6m=0.257)
ACC000417,2022-04-30,11,1.0,1,5.0,utilization_std_3m,0.1211387771662455,0.8235796689987183,Utilisation volatility is elevated (utilization_std_3m=0.121),utilization_change_1m,0.1755,0.7906814217567444,Utilisation increased recently (utilization_change_1m=0.175),cash_buffer_months,2.655,0.6780250072479248,Cash buffer is thin or deteriorating (cash_buffer_months=2.655)
ACC000419,2022-04-30,12,1.0,1,2.0,cash_buffer_months,1.521,1.1452898979187012,Cash buffer is thin or deteriorating (cash_buffer_months=1.521),utilization_std_6m,0.16828690977019,0.6737859845161438,Utilisation volatility is elevated (utilization_std_6m=0.168),payment_to_balance,0.0249086965388109,0.5204601287841797,Payment relative to balance is weak (payment_to_balance=0.025)
ACC000434,2022-04-30,13,1.0,1,3.0,cash_buffer_months,0.786,0.9974591732025146,Cash buffer is thin or deteriorating (cash_buffer_months=0.786),utilization_std_3m,0.1185084525818016,0.8438927531242371,Utilisation volatility is elevated (utilization_std_3m=0.119),utilization_change_1m,0.1034000000000001,0.7318673133850098,Utilisation increased recently (utilization_change_1m=0.103)
ACC000453,2022-04-30,14,1.0,1,1.0,cash_buffer_months,1.717,1.28313148021698,Cash buffer is thin or deteriorating (cash_buffer_months=1.717),payment_to_balance,0.0126111761973754,0.5976406931877136,Payment relative to balance is weak (payment_to_balance=0.013),payment_to_due_ratio,0.2802,0.44808173179626465,Payment coverage is high (payment_to_due_ratio=0.280)
ACC000457,2022-04-30,15,1.0,1,1.0,cash_buffer_months,1.797,0.9415242075920105,Cash buffer is thin or deteriorating (cash_buffer_months=1.797),utilization_std_3m,0.170204768832525,0.8879082798957825,Utilisation volatility is elevated (utilization_std_3m=0.170),utilization_change_1m,0.1426999999999999,0.8039480447769165,Utilisation increased recently (utilization_change_1m=0.143)
ACC000461,2022-04-30,16,1.0,1,3.0,utilization_std_3m,0.1571198693142701,0.9827583432197571,Utilisation volatility is elevated (utilization_std_3m=0.157),cash_buffer_months,2.23,0.8627710342407227,Cash buffer is thin or deteriorating (cash_buffer_months=2.230),utilization_change_1m,0.1966,0.8351181149482727,Utilisation increased recently (utilization_change_1m=0.197)
ACC000467,2022-04-30,17,1.0,1,1.0,cash_buffer_months,0.127,1.230319857597351,Cash buffer is thin or deteriorating (cash_buffer_months=0.127),payment_to_balance,0.0138498609153156,0.5828972458839417,Payment relative to balance is weak (payment_to_balance=0.014),payment_to_due_ratio,0.3078,0.4499811828136444,Payment coverage is high (payment_to_due_ratio=0.308)
ACC000474,2022-04-30,18,1.0,1,1.0,cash_buffer_months,1.442,0.9639831781387329,Cash buffer is thin or deteriorating (cash_buffer_months=1.442),utilization_std_3m,0.1289018618950087,0.8557097315788269,Utilisation volatility is elevated (utilization_std_3m=0.129),utilization_std_6m,0.2159028454343913,0.6214047074317932,Utilisation volatility is elevated (utilization_std_6m=0.216)
ACC000548,2022-04-30,19,1.0,1,1.0,cash_buffer_months,0.867,0.9322270154953003,Cash buffer is thin or deteriorating (cash_buffer_months=0.867),utilization_std_3m,0.1074577281228906,0.8383951187133789,Utilisation volatility is elevated (utilization_std_3m=0.107),utilization_std_6m,0.2120572226232028,0.6694759726524353,Utilisation volatility is elevated (utilization_std_6m=0.212)
ACC000553,2022-04-30,20,1.0,1,3.0,cash_buffer_months,2.3,1.1742579936981201,Cash buffer is thin or deteriorating (cash_buffer_months=2.300),payment_to_balance,0.0252036700529174,0.6113381385803223,Payment relative to balance is weak (payment_to_balance=0.025),payment_to_due_ratio,0.5601,0.4527924656867981,Payment coverage is high (payment_to_due_ratio=0.560)
ACC000579,2022-04-30,21,1.0,1,3.0,cash_buffer_months,1.632,1.0128777027130127,Cash buffer is thin or deteriorating (cash_buffer_months=1.632),utilization_std_3m,0.0970171290717948,0.8696863055229187,Utilisation volatility is elevated (utilization_std_3m=0.097),utilization_std_6m,0.1519522381100938,0.6057911515235901,Utilisation volatility is elevated (utilization_std_6m=0.152)
ACC000589,2022-04-30,22,1.0,1,1.0,cash_buffer_months,1.948,1.2672690153121948,Cash buffer is thin or deteriorating (cash_buffer_months=1.948),payment_to_balance,0.0173290741464008,0.5890238285064697,Payment relative to balance is weak (payment_to_balance=0.017),payment_to_due_ratio,0.3851,0.46233853697776794,Payment coverage is high (payment_to_due_ratio=0.385)
ACC000619,2022-04-30,23,1.0,1,5.0,cash_buffer_months,2.091,1.0127314329147339,Cash buffer is thin or deteriorating (cash_buffer_months=2.091),utilization_std_3m,0.1151874269759229,0.8254081606864929,Utilisation volatility is elevated (utilization_std_3m=0.115),utilization_change_1m,0.0954,0.7460781335830688,Utilisation increased recently (utilization_change_1m=0.095)
ACC000630,2022-04-30,24,1.0,1,3.0,cash_buffer_months,1.571,1.1991199254989624,Cash buffer is thin or deteriorating (cash_buffer_months=1.571),utilization_std_6m,0.1231688177529791,0.6261874437332153,Utilisation volatility is elevated (utilization_std_6m=0.123),payment_to_balance,0.0264279932683852,0.5777906179428101,Payment relative to balance is weak (payment_to_balance=0.026)
ACC000639,2022-04-30,25,1.0,1,2.0,cash_buffer_months,2.15,0.9423469305038452,Cash buffer is thin or deteriorating (cash_buffer_months=2.150),utilization_std_3m,0.1470082423993067,0.86418616771698,Utilisation volatility is elevated (utilization_std_3m=0.147),utilization_change_1m,0.1997999999999999,0.7101216316223145,Utilisation increased recently (utilization_change_1m=0.200)
ACC000658,2022-04-30,26,1.0,1,1.0,cash_buffer_months,1.459,1.2436968088150024,Cash buffer is thin or deteriorating (cash_buffer_months=1.459),payment_to_balance,0.0185140555649886,0.5665766000747681,Payment relative to balance is weak (payment_to_balance=0.019),payment_to_due_ratio,0.4114,0.4575005769729614,Payment coverage is high (payment_to_due_ratio=0.411)
ACC000675,2022-04-30,27,1.0,1,3.0,cash_buffer_months,2.116,0.8934971690177917,Cash buffer is thin or deteriorating (cash_buffer_months=2.116),utilization_std_3m,0.138981305697325,0.891883373260498,Utilisation volatility is elevated (utilization_std_3m=0.139),utilization_change_1m,0.1195999999999999,0.8160805702209473,Utilisation increased recently (utilization_change_1m=0.120)
ACC000715,2022-04-30,28,1.0,1,1.0,cash_buffer_months,1.844,0.8983219861984253,Cash buffer is thin or deteriorating (cash_buffer_months=1.844),utilization_std_3m,0.1513349375832736,0.8711325526237488,Utilisation volatility is elevated (utilization_std_3m=0.151),utilization_change_1m,0.1656999999999999,0.7886742353439331,Utilisation increased recently (utilization_change_1m=0.166)
ACC000721,2022-04-30,29,1.0,1,3.0,cash_buffer_months,0.949,0.9537476897239685,Cash buffer is thin or deteriorating (cash_buffer_months=0.949),utilization_std_3m,0.1006158204922726,0.8685863018035889,Utilisation volatility is elevated (utilization_std_3m=0.101),utilization_change_1m,0.1169,0.7604305148124695,Utilisation increased recently (utilization_change_1m=0.117)
ACC000764,2022-04-30,30,1.0,1,2.0,cash_buffer_months,1.924,0.9254757761955261,Cash buffer is thin or deteriorating (cash_buffer_months=1.924),utilization_std_3m,0.1376232901801138,0.8850502371788025,Utilisation volatility is elevated (utilization_std_3m=0.138),utilization_change_1m,0.1605000000000001,0.7972692251205444,Utilisation increased recently (utilization_change_1m=0.161)
ACC000775,2022-04-30,31,1.0,1,2.0,utilization_std_3m,0.1454678429527743,0.8704167008399963,Utilisation volatility is elevated (utilization_std_3m=0.145),cash_buffer_months,2.196,0.8576475977897644,Cash buffer is thin or deteriorating (cash_buffer_months=2.196),utilization_change_1m,0.1573999999999999,0.8004851341247559,Utilisation increased recently (utilization_change_1m=0.157)
ACC000798,2022-04-30,32,1.0,1,3.0,cash_buffer_months,1.697,0.961354672908783,Cash buffer is thin or deteriorating (cash_buffer_months=1.697),utilization_std_3m,0.117151625397744,0.8881409168243408,Utilisation volatility is elevated (utilization_std_3m=0.117),utilization_change_1m,0.1255,0.8250822424888611,Utilisation increased recently (utilization_change_1m=0.126)
ACC000801,2022-04-30,33,1.0,1,4.0,utilization_std_3m,0.1292887208279722,1.08349609375,Utilisation volatility is elevated (utilization_std_3m=0.129),utilization_change_1m,0.1572,0.9881495833396912,Utilisation increased recently (utilization_change_1m=0.157),utilization_std_6m,0.1178453676080085,0.6290946006774902,Utilisation volatility is elevated (utilization_std_6m=0.118)
ACC000821,2022-04-30,34,1.0,1,3.0,cash_buffer_months,2.34,0.8773869872093201,Cash buffer is thin or deteriorating (cash_buffer_months=2.340),utilization_std_3m,0.1443599782950028,0.821918249130249,Utilisation volatility is elevated (utilization_std_3m=0.144),utilization_change_1m,0.1170999999999999,0.7914835214614868,Utilisation increased recently (utilization_change_1m=0.117)
ACC000849,2022-04-30,35,1.0,1,1.0,cash_buffer_months,1.193,1.2627384662628174,Cash buffer is thin or deteriorating (cash_buffer_months=1.193),utilization_std_6m,0.2136031710126664,0.6056472063064575,Utilisation volatility is elevated (utilization_std_6m=0.214),payment_to_balance,0.0164910889402258,0.5691406726837158,Payment relative to balance is weak (payment_to_balance=0.016)
ACC000916,2022-04-30,36,1.0,1,2.0,cash_buffer_months,1.556,1.2796108722686768,Cash buffer is thin or deteriorating (cash_buffer_months=1.556),utilization_std_6m,0.137306349695368,0.6389030814170837,Utilisation volatility is elevated (utilization_std_6m=0.137),payment_to_balance,0.0193725092430978,0.5630100965499878,Payment relative to balance is weak (payment_to_balance=0.019)
ACC000918,2022-04-30,37,1.0,1,2.0,cash_buffer_months,1.373,1.0149822235107422,Cash buffer is thin or deteriorating (cash_buffer_months=1.373),utilization_std_3m,0.1069982398609133,0.786294162273407,Utilisation volatility is elevated (utilization_std_3m=0.107),utilization_std_6m,0.1627044775044622,0.6013814806938171,Utilisation volatility is elevated (utilization_std_6m=0.163)
ACC000921,2022-04-30,38,1.0,1,3.0,utilization_std_3m,0.1311006229326671,0.9788393378257751,Utilisation volatility is elevated (utilization_std_3m=0.131),cash_buffer_months,1.849,0.9409841895103455,Cash buffer is thin or deteriorating (cash_buffer_months=1.849),utilization_change_1m,0.1318,0.8200080394744873,Utilisation increased recently (utilization_change_1m=0.132)
ACC000945,2022-04-30,39,1.0,1,1.0,cash_buffer_months,1.448,0.9194521307945251,Cash buffer is thin or deteriorating (cash_buffer_months=1.448),utilization_std_3m,0.1526262209888379,0.9047731757164001,Utilisation volatility is elevated (utilization_std_3m=0.153),utilization_change_1m,0.1708,0.7415324449539185,Utilisation increased recently (utilization_change_1m=0.171)
ACC000973,2022-04-30,40,1.0,1,2.0,cash_buffer_months,1.075,0.9575936794281006,Cash buffer is thin or deteriorating (cash_buffer_months=1.075),utilization_std_3m,0.1246372870907138,0.8486176133155823,Utilisation volatility is elevated (utilization_std_3m=0.125),utilization_std_6m,0.2203265001461847,0.6557084918022156,Utilisation volatility is elevated (utilization_std_6m=0.220)
ACC000985,2022-04-30,41,1.0,1,5.0,utilization_std_3m,0.1170060397301488,0.8911873698234558,Utilisation volatility is elevated (utilization_std_3m=0.117),utilization_change_1m,0.137,0.8887223601341248,Utilisation increased recently (utilization_change_1m=0.137),payment_to_balance,0.0197616185737127,0.4904453754425049,Payment relative to balance is weak (payment_to_balance=0.020)
ACC000987,2022-04-30,42,1.0,1,1.0,cash_buffer_months,0.939,0.9043967127799988,Cash buffer is thin or deteriorating (cash_buffer_months=0.939),utilization_std_3m,0.1420241880807642,0.8494971990585327,Utilisation volatility is elevated (utilization_std_3m=0.142),utilization_change_1m,0.1499,0.8089772462844849,Utilisation increased recently (utilization_change_1m=0.150)
ACC000990,2022-04-30,43,1.0,1,3.0,cash_buffer_months,1.385,0.9278725385665894,Cash buffer is thin or deteriorating (cash_buffer_months=1.385),utilization_std_3m,0.1082670771749188,0.8327444791793823,Utilisation volatility is elevated (utilization_std_3m=0.108),utilization_change_1m,0.1147999999999999,0.7530757188796997,Utilisation increased recently (utilization_change_1m=0.115)
ACC001013,2022-04-30,44,1.0,1,2.0,utilization_std_3m,0.1362755664086559,0.9320043325424194,Utilisation volatility is elevated (utilization_std_3m=0.136),cash_buffer_months,1.339,0.9006261229515076,Cash buffer is thin or deteriorating (cash_buffer_months=1.339),utilization_change_1m,0.1714999999999999,0.8065444231033325,Utilisation increased recently (utilization_change_1m=0.171)
ACC001127,2022-04-30,45,1.0,1,2.0,cash_buffer_months,1.381,0.935690701007843,Cash buffer is thin or deteriorating (cash_buffer_months=1.381),utilization_std_3m,0.1652099371506852,0.8927203416824341,Utilisation volatility is elevated (utilization_std_3m=0.165),utilization_change_1m,0.1926999999999999,0.7273297905921936,Utilisation increased recently (utilization_change_1m=0.193)
ACC001227,2022-04-30,46,1.0,1,1.0,utilization_std_3m,0.1589185116131324,0.8859202861785889,Utilisation volatility is elevated (utilization_std_3m=0.159),utilization_change_1m,0.1904,0.8297639489173889,Utilisation increased recently (utilization_change_1m=0.190),cash_buffer_months,2.614,0.6662797331809998,Cash buffer is thin or deteriorating (cash_buffer_months=2.614)
ACC001244,2022-04-30,47,1.0,1,5.0,cash_buffer_months,1.373,0.969550609588623,Cash buffer is thin or deteriorating (cash_buffer_months=1.373),utilization_std_3m,0.0937009249331795,0.8176516890525818,Utilisation volatility is elevated (utilization_std_3m=0.094),utilization_change_1m,0.0883,0.5485532879829407,Utilisation increased recently (utilization_change_1m=0.088)
ACC001283,2022-04-30,48,1.0,1,6.0,cash_buffer_months,2.003,0.8919873237609863,Cash buffer is thin or deteriorating (cash_buffer_months=2.003),utilization_change_1m,0.0961999999999999,0.8750333786010742,Utilisation increased recently (utilization_change_1m=0.096),utilization_std_3m,0.0835850664492959,0.6809863448143005,Utilisation volatility is elevated (utilization_std_3m=0.084)
ACC001284,2022-04-30,49,1.0,1,2.0,utilization_std_3m,0.1107538261190099,0.8723938465118408,Utilisation volatility is elevated (utilization_std_3m=0.111),cash_buffer_months,2.353,0.8333406448364258,Cash buffer is thin or deteriorating (cash_buffer_months=2.353),utilization_std_6m,0.1279447028993385,0.6468396782875061,Utilisation volatility is elevated (utilization_std_6m=0.128)
ACC001289,2022-04-30,50,1.0,1,5.0,cash_buffer_months,2.111,0.9428646564483643,Cash buffer is thin or deteriorating (cash_buffer_months=2.111),utilization_change_1m,0.1183999999999999,0.8220135569572449,Utilisation increased recently (utilization_change_1m=0.118),utilization_std_3m,0.0829342711629712,0.6056821346282959,Utilisation volatility is elevated (utilization_std_3m=0.083)
ACC001315,2022-04-30,51,1.0,1,1.0,cash_buffer_months,0.717,1.2680176496505737,Cash buffer is thin or deteriorating (cash_buffer_months=0.717),payment_to_balance,0.0220417540622573,0.5593496561050415,Payment relative to balance is weak (payment_to_balance=0.022),payment_to_due_ratio,0.4898,0.5343561172485352,Payment coverage is high (payment_to_due_ratio=0.490)
ACC001326,2022-04-30,52,1.0,1,4.0,utilization_change_1m,0.1345999999999999,0.9166149497032166,Utilisation increased recently (utilization_change_1m=0.135),utilization_std_3m,0.0878868211584269,0.9139615893363953,Utilisation volatility is elevated (utilization_std_3m=0.088),cash_buffer_months,2.619,0.6925795078277588,Cash buffer is thin or deteriorating (cash_buffer_months=2.619)
ACC001329,2022-04-30,53,1.0,1,3.0,utilization_std_3m,0.1084048430652432,0.8834384679794312,Utilisation volatility is elevated (utilization_std_3m=0.108),cash_buffer_months,2.242,0.8665971159934998,Cash buffer is thin or deteriorating (cash_buffer_months=2.242),utilization_change_1m,0.1513999999999999,0.7904500365257263,Utilisation increased recently (utilization_change_1m=0.151)
ACC001445,2022-04-30,54,1.0,1,2.0,cash_buffer_months,1.545,0.975920557975769,Cash buffer is thin or deteriorating (cash_buffer_months=1.545),utilization_std_3m,0.1418022214212463,0.8653212785720825,Utilisation volatility is elevated (utilization_std_3m=0.142),utilization_change_1m,0.1839999999999999,0.815428614616394,Utilisation increased recently (utilization_change_1m=0.184)
ACC001450,2022-04-30,55,1.0,1,2.0,cash_buffer_months,1.968,0.9243189096450806,Cash buffer is thin or deteriorating (cash_buffer_months=1.968),utilization_std_3m,0.1854495708631684,0.9067369699478149,Utilisation volatility is elevated (utilization_std_3m=0.185),utilization_change_1m,0.1668999999999999,0.8210089802742004,Utilisation increased recently (utilization_change_1m=0.167)
ACC001463,2022-04-30,56,1.0,1,3.0,utilization_std_3m,0.1126517347107144,0.9101303219795227,Utilisation volatility is elevated (utilization_std_3m=0.113),cash_buffer_months,2.267,0.8609191179275513,Cash buffer is thin or deteriorating (cash_buffer_months=2.267),utilization_std_6m,0.1559838196737085,0.6834086179733276,Utilisation volatility is elevated (utilization_std_6m=0.156)
ACC001482,2022-04-30,57,1.0,1,2.0,cash_buffer_months,1.355,0.9211066365242004,Cash buffer is thin or deteriorating (cash_buffer_months=1.355),utilization_std_3m,0.1209111381690433,0.8823198676109314,Utilisation volatility is elevated (utilization_std_3m=0.121),utilization_change_1m,0.1681,0.8009046912193298,Utilisation increased recently (utilization_change_1m=0.168)
ACC001532,2022-04-30,58,1.0,1,3.0,cash_buffer_months,1.515,1.041114330291748,Cash buffer is thin or deteriorating (cash_buffer_months=1.515),utilization_std_3m,0.1245500836343895,0.8567822575569153,Utilisation volatility is elevated (utilization_std_3m=0.125),utilization_change_1m,0.1248,0.7254896759986877,Utilisation increased recently (utilization_change_1m=0.125)
